"Çiklxi",Tigre,sustantivo,"çiklxi","Animal - Mamífero salvaje",[]
"Çkhaas",Cabello,sustantivo,"çkhaas","Anatomía",[]
"Çu'm","Cuñado",sustantivo,"çu'm",Familia,[]
"Çuhde",Separar,verbo,"çuhde","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Çuhde",Separar,sustantivo,"çuhde","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Çundenxi","División",sustantivo,"çundenxi","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Çxajuu","Piña",sustantivo,"çxajuu","Vegetal - Fruta",[]
"Çxavx","Músculo",sustantivo,"çxavx","Anatomía",[]
"Çxavx",Venado,sustantivo,"çxavx","Animal - Mamífero salvaje",[]
"Çxhaçxha",Fuerza,sustantivo,"çxhaçxha","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Çxida",Pie,sustantivo,"çxida","Sustantivo - Anatomía","[{""spanish"":"""",""nasaYuwe"":""Extremidad""}]"
"Çxihme",Blanco,adjetivo,"çxihme",Color,[]
"Çxkiiy",Amarillo,adjetivo,"çxkiiy",Color,[]
"Çxul",Pene,sustantivo,"çxul","Anatomía",[]
Davx,Mezclar,verbo,davx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Deewu,Perseguir,verbo,deewu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Dewe,Pagar,verbo,dewe,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Duh,Yerno,sustantivo,duh,Familia,[]
Duh,Pesado,adjetivo,duh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Dwe'sx",Familiar,sustantivo,"dwe'sx",Familia,[]
Dyuu,Esposa,sustantivo,dyuu,Familia,[]
"E'ç","Colibrí",sustantivo,"e'ç","Animal - Ave salvaje",[]
"E's","Después",adverbio,"e's",Tiempo,[]
"E'sxavx",Oso,sustantivo,"e'sxavx","Animal - Mamífero salvaje",[]
"E'txh","Leña",sustantivo,"e'txh",Recurso,[]
"E’z",Dos,adjetivo,"e’z","Número",[]
"Eç",Hoja,sustantivo,"eç",Planta,[]
Ee,Sangre,sustantivo,ee,"Anatomía - Tejido",[]
"Ee weçe",Venas,sustantivo,"ee weçe","Anatomía - Tejido",[]
Efx,Colmillo,sustantivo,efx,"Anatomía",[]
Eh,Cultivo,sustantivo,eh,Vegetal,[]
Ehd,Temblor,sustantivo,ehd,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ew,"Estar bien",verbo,ew,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ew,Poder,verbo,ew,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ezx,Perezoso,sustantivo,ezx,"Animal - Mamífero salvaje",[]
"Fxi'",Escribir,verbo,"fxi'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Fxi'nxi",Escritura,sustantivo,"fxi'nxi","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Fxisx,Mosca,sustantivo,fxisx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Fxiy,Diferente,adjetivo,fxiy,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Fxize,"Frío",adjetivo,fxize,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Fxizx,Guacharaca,sustantivo,fxizx,"Animal - Ave salvaje",[]
Fxizxa,Codo,sustantivo,fxizxa,"Anatomía",[]
"I'kwesx",Ustedes,pronombre,"i'kwesx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Id,Cerca,sustantivo,id,"Construcción",[]
Ikh,Matar,verbo,ikh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ime,Excremento,sustantivo,ime,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Inx,Tú,sustantivo,inx,Pronombre,[]
Ipehn,Multiplicar,sustantivo,ipehn,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ipennxi,"Multiplicación",sustantivo,ipennxi,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ipx,Fuego,sustantivo,ipx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Isa,Contar,verbo,isa,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Isa,Verdad,adjetivo,isa,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Isx,Viejo,adjetivo,isx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Iz,Abeja,sustantivo,iz,"Animal - Insecto",[]
Jeba,Veinte,adjetivo,jeba,"Número",[]
"Ji'be",Pierna,sustantivo,"ji'be","Anatomía",[]
"Ji'p",Tener,verbo,"ji'p","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Jiba,Caballo,sustantivo,jiba,"Animal - Mamífero doméstico",[]
Julxa,Julia,sustantivo,julxa,Nombre,[]
Julxu,Julio,sustantivo,julxu,Nombre,[]
Jwee,"Más",adverbio,jwee,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Jxa'",Terminar,verbo,"jxa'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Jxa'",Todo,adverbio,"jxa'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Jxteeçx","Entre todos",sustantivo,"jxteeçx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Jxuh,Toma,expresion,jxuh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Jxukay,Todos,sustantivo,jxukay,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Jxuuku't",Ala,sustantivo,"jxuuku't","Anatomía - Extremidad",[]
"Ka'ka",Papa,sustantivo,"ka'ka","Vegetal - Hortaliza",[]
"Kaç",Coser,verbo,"kaç","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Kaça",Cusumbo,sustantivo,"kaça","Animal - Mamífero salvaje",[]
Kafx,Hueco,sustantivo,kafx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Kalpaç",Garrapata,sustantivo,"kalpaç","Animal - Insecto",[]
Kam,Mentir,verbo,kam,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kapla,Cabra,sustantivo,kapla,"Animal - Mamífero doméstico",[]
Kapx,Conejo,sustantivo,kapx,"Animal - Mamífero salvaje",[]
Kapx,Mentiroso,adjetivo,kapx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Kha'ç",Cuero,sustantivo,"kha'ç","Anatomía",[]
Khaalu,Ahijado,sustantivo,khaalu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Khi'hçe","Murciélago",sustantivo,"khi'hçe","Animal - Mamífero salvaje",[]
"Khuuç",Ceniza,sustantivo,"khuuç","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Khuuç",Gris,adjetivo,"khuuç",Color,[]
Kisx,Cachorro,sustantivo,kisx,"Animal - Mamífero doméstico",[]
Kisx,"Dejar de llorar",verbo,kisx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Klaa,Vaca,sustantivo,klaa,"Animal - Mamífero doméstico",[]
"Klaaweçx",Lagartja,sustantivo,"klaaweçx","Animal - Salvaje",[]
Kneenxu,Banano,sustantivo,kneenxu,"Vegetal - Fruta",[]
Kse,"José",sustantivo,kse,Nombre,[]
Kseba,Diez,adjetivo,kseba,"Número",[]
Ksuus,"Jesús",sustantivo,ksuus,Nombre,[]
"Ksxa'w","Espíritu",sustantivo,"ksxa'w","Cosmovisión",[]
"Ku'ta",Brazo,sustantivo,"ku'ta","Anatomía - Extremidad",[]
"Ku'ta",Brazo,sustantivo,"ku'ta","Anatomía",[]
Kubx,"Mohán",sustantivo,kubx,"Animal - Mitológico",[]
"Kuçxi",Cerdo,sustantivo,"kuçxi","Animal - Mamífero doméstico",[]
Kupe,"Búho",sustantivo,kupe,"Animal - Ave salvaje",[]
Kupx,Desgranar,verbo,kupx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kuse,Mano,sustantivo,kuse,"Anatomía - Extremidad",[]
Kuse,Mano,sustantivo,kuse,"Anatomía",[]
"Kuse'",Quitar,sustantivo,"kuse'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Kuse'nxi",Resta,sustantivo,"kuse'nxi","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kuteh,"Del otro lado",sustantivo,kuteh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Kwe'sx",Nosotros,pronombre,"kwe'sx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kwee,Joven,sustantivo,kwee,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kwehna,Brillar,verbo,kwehna,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Kwekwe,Cuerpo,sustantivo,kwekwe,"Anatomía",[]
Kwekwesek,Fiebre,sustantivo,kwekwesek,"Patología - Signo",[]
Kwet,Piedra,sustantivo,kwet,Recurso,[]
Lasxnu,Durazno,sustantivo,lasxnu,"Vegetal - Fruta",[]
Latu,Aberlardo,sustantivo,latu,Nombre,[]
Lavx,Liso,adjetivo,lavx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Leg,Cojo,adjetivo,leg,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Lemu,Guillermo,sustantivo,lemu,Nombre,[]
Les,"Andrés",sustantivo,les,Nombre,[]
Lupe,Suave,sustantivo,lupe,Adjetivo,[]
Lxiinu,Castellano,sustantivo,lxiinu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Lxima,Naranja,sustantivo,lxima,"Vegetal - Fruta",[]
Lxita,Margarita,sustantivo,lxita,Nombre,[]
Lxuun,"León",sustantivo,lxuun,"Animal - Mamífero salvaje",[]
Malse,Mercedes,sustantivo,malse,Nombre,[]
Mama,"Mamá",sustantivo,mama,Familia,[]
"Me'suw",Cilantro,sustantivo,"me'suw","Vegetal - Hortaliza",[]
Meem,Papayuela,sustantivo,meem,"Vegetal - Fruta",[]
"Meetu'",Intestino,sustantivo,"meetu'","Anatomía",[]
Mem,Cantar,verbo,mem,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Men,Menor,sustantivo,men,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Mez,Cola,sustantivo,mez,"Anatomía - Extremidad",[]
"Miçh",Olla,sustantivo,"miçh",Utencillo,[]
Miku,Mico,sustantivo,miku,Animal,[]
Mil,Miel,sustantivo,mil,Alimento,[]
Misx,Gato,sustantivo,misx,"Animal - Mamífero doméstico",[]
Muhm,Guadua,sustantivo,muhm,Vegetal,[]
Muse,Arena,sustantivo,muse,Recurso,[]
Musx,Menudo,sustantivo,musx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Musxka,"Persona blanca",sustantivo,musxka,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Naamu,"Dueño",sustantivo,naamu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Namiku (Esp)",Amigo,sustantivo,"namiku (esp)","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nap,Pero,conector,nap,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nasa,Persona,sustantivo,nasa,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Neesx,"Su abuelo",sustantivo,neesx,Familia,[]
Nega,Sal,sustantivo,nega,Alimento,[]
Neh,"Primogénito",sustantivo,neh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ney,"Su padre",sustantivo,ney,Familia,[]
Nmeh,"Último",adverbio,nmeh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Nmi'",Esposo,sustantivo,"nmi'",Familia,[]
Nus,Lluvia,sustantivo,nus,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Nwe'sx",Familiar,sustantivo,"nwe'sx",Familia,[]
"Nwe'w",Defender,verbo,"nwe'w","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nxaz,Nevado,sustantivo,nxaz,Natural,[]
Nxiis,Hija,sustantivo,nxiis,Familia,[]
Nxiisx,Gordo,sustantivo,nxiisx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nxisx,Carne,sustantivo,nxisx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nxu,Hacer,verbo,nxu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Nxu'px","Guatín",sustantivo,"nxu'px","Animal - Mamífero salvaje",[]
Nxukhwet,Rodilla,sustantivo,nxukhwet,"Anatomía",[]
Nxun,Fruto,sustantivo,nxun,Vegetal,[]
Nxuspa,Apetecible,adjetivo,nxuspa,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Nxusxa,"Caña",sustantivo,nxusxa,Vegetal,[]
Nxusxa,"Caña de azúcar",sustantivo,nxusxa,Vegetal,[]
"Pa'k",Recibir,verbo,"pa'k","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Pa'ka",Caro,adjetivo,"pa'ka","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Pa'ka",Caro,adjetivo,"pa'ka","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Paal,Sacerdote,sustantivo,paal,"Religión",[]
Paba,Cuarenta,adjetivo,paba,"Número",[]
"Paçx",Raspar,verbo,"paçx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pahz,Cuatro,adjetivo,pahz,"Número",[]
"Pe'sx",Hemana,sustantivo,"pe'sx",Familia,[]
"Peç",Sudor,sustantivo,"peç","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Peçe",Masticar,verbo,"peçe","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Peçh",Garganta,sustantivo,"peçh","Anatomía",[]
"Peçh",Separar,verbo,"peçh","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Peçxkana",Olvidar,verbo,"peçxkana","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Peen,Adicionar,verbo,peen,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Peennxi,"Adicción",sustantivo,peennxi,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Peethe,Mexicano,sustantivo,peethe,"Vegetal - Hortaliza",[]
Peezx,Vieja,adjetivo,peezx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Pehç",Tumbar,verbo,"pehç","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pehnx,Pedir,sustantivo,pehnx,Verbo,[]
Pejx,Faltar,verbo,pejx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pes,Regalar,verbo,pes,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pete,Viejo,adjetivo,pete,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Piçtay",Joven,sustantivo,"piçtay","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pii,Escampar,verbo,pii,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Piisxaa,Oveja,sustantivo,piisxaa,"Animal - Mamífero doméstico",[]
Piiy,Aprender,verbo,piiy,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pil,Canilla,sustantivo,pil,"Anatomía",[]
Pil,Pantorilla,sustantivo,pil,"Anatomía",[]
Pjeb,Nueve,adjetivo,pjeb,"Número",[]
Plaad,"Plátano",sustantivo,plaad,Vegetal,[]
"Pta'sx",Avisar,verbo,"pta'sx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ptxiid,Guayaba,sustantivo,ptxiid,"Vegetal - Fruta",[]
Pukat,"Al lado",adverbio,pukat,Lugar,[]
Pus,Fermentado,adjetivo,pus,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Puuy,Entre,sustantivo,puuy,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Puy,Inclinado,sustantivo,puy,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pweese,Jugar,verbo,pweese,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Pxipx,Duro,adjetivo,pxipx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Sa't",Siete,adjetivo,"sa't","Número",[]
"Sa'te",Cucaracha,sustantivo,"sa'te","Animal - Insecto",[]
Sadu,Santos,sustantivo,sadu,Nombre,[]
Sap,Sapo,sustantivo,sap,"Animal - Anfibio",[]
Satu,Lizardo,sustantivo,satu,Nombre,[]
Sek,Sol,sustantivo,sek,"Constelación",[]
Setx,Seis,adjetivo,setx,"Número",[]
Sgulu,Nuche,sustantivo,sgulu,"Animal - Larva",[]
Sisku,Francisco,sustantivo,sisku,Nombre,[]
Snxula,"Mujer blanca",sustantivo,snxula,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Snxun,Mora,sustantivo,snxun,"Vegetal - Fruta",[]
"Spe't",Cortar,verbo,"spe't","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Supil,"Ciénpies",sustantivo,supil,"Animal - Insecto",[]
Suth,Esconder,verbo,suth,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Sxa'we",Lombriz,sustantivo,"sxa'we",Animal,[]
Sxab,Ombligo,sustantivo,sxab,"Anatomía",[]
Sxape,Babosa,sustantivo,sxape,"Animal - Molusco",[]
Sxape,Caracol,sustantivo,sxape,"Animal - Molusco",[]
Sxbuu,Uchuva,sustantivo,sxbuu,"Vegetal - Fruta",[]
Sxib,Maizal,sustantivo,sxib,"Vegetal - Cultivo",[]
Sxita,Armadillo,sustantivo,sxita,"Animal - Mamífero salvaje",[]
Sxlal,Granadilla,sustantivo,sxlal,"Vegetal - Fruta",[]
Sxuma,Ardilla,sustantivo,sxuma,"Animal - Mamífero salvaje",[]
"Ta'da","Cucarrón",sustantivo,"ta'da","Animal - Insecto",[]
"Ta'g",Curva,adjetivo,"ta'g","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Tãaph",Nube,sustantivo,"tãaph","Atmósera",[]
Taaw,Chumbe,sustantivo,taaw,Tejido,[]
"Tahç",Cinco,adjetivo,"tahç","Número",[]
Talx,Flaco,adjetivo,talx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tapla,Tabla,sustantivo,tapla,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tasx,Bajo,sustantivo,tasx,Adjetivo,[]
Tasx,Tallo,sustantivo,tasx,"Vegetal - Planta",[]
Tata,Padre,sustantivo,tata,Familia,[]
Tatul,Abuelo,sustantivo,tatul,Familia,[]
Taul,"Ataúd",sustantivo,taul,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Taw,Ocho,adjetivo,taw,"Número",[]
Taz,Cero,sustantivo,taz,"Número",[]
Teba,Treinta,adjetivo,teba,"Número",[]
"Teeçx",Uno,adjetivo,"teeçx","Número",[]
Tekh,Tres,adjetivo,tekh,"Número",[]
Tel,Telar,sustantivo,tel,Trabajo,[]
Thaaw,"De más",sustantivo,thaaw,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Thune,Lengua,sustantivo,thune,"Anatomía",[]
Thuw,Erizo,sustantivo,thuw,"Animal - Mamífero salvaje",[]
Tub,Paloma,sustantivo,tub,"Animal - Ave salvaje",[]
"Tuç","Estómago",sustantivo,"tuç","Anatomía",[]
Tud,Amarrar,sustantivo,tud,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tuduu,"Tener tiempo",sustantivo,tuduu,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tuka,Tutumo,sustantivo,tuka,"galón"" - Sustantivo","[{""spanish"":"""",""nasaYuwe"":""Utencillo""}]"
Tul,Huerta,sustantivo,tul,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tupa,"Araña",sustantivo,tupa,"Animal - Insecto",[]
Tuph,Mojado,adjetivo,tuph,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tupil,"Cienpiés",sustantivo,tupil,"Animal - Insecto",[]
Tupx,Desabrigado,adjetivo,tupx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tupx,Girar,sustantivo,tupx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tupx,Limpio,adjetivo,tupx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tut,"Puño",sustantivo,tut,"Anatomía",[]
"Tũu",Borracho,adjetivo,"tũu","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tuw,Corto,adjetivo,tuw,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Tuya,Embarazada,adjetivo,tuya,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Txãa",Èl,sustantivo,"txãa","aquello"" - Pronombre",[]
"Txãawesx",Ellos,pronombre,"txãawesx","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Txi'th",Diente,sustantivo,"txi'th","Anatomía",[]
Txima,Nigua,sustantivo,txima,"Animal - Insecto",[]
Txite,Flor,sustantivo,txite,"Vegetal - Planta",[]
Txiwe,Tierra,sustantivo,txiwe,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'hz",Seco,adjetivo,"u'hz","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'neh",Ayer,adverbio,"u'neh","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'se",Nuevo,adjetivo,"u'se","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'sxa",Señorita,sustantivo,"u'sxa",Sustantivo,[]
"ũ'ũ",No,sustantivo,"ũ'ũ","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'w","Yo (Femenino)",pronombre,"u'w","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U'y",Mujer,sustantivo,"u'y","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"U´p",Estar,verbo,"u´p","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Uh,"Águila",sustantivo,uh,"Animal - Ave salvaje",[]
"ũh",Toma,sustantivo,"ũh","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Uhçe",Aguacate,sustantivo,"uhçe","Vegetal - Fruta",[]
"Uhçe",Aguacate,sustantivo,"uhçe","Vegetal - Fruta",[]
Uhne,Hongo,sustantivo,uhne,Vegetal,[]
Uhth,Mojado,sustantivo,uhth,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Uhze,"Ratón",sustantivo,uhze,"Animal - Mamífero salvaje",[]
Ukh,Chuzar,verbo,ukh,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ukh,Gusano,sustantivo,ukh,"Animal - Insecto",[]
Ukwe,Llano,adjetivo,ukwe,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Ul,Culebra,sustantivo,ul,"Animal - Salvaje",[]
"Ulu'",Prestar,verbo,"ulu'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Unaas,Difunto,sustantivo,unaas,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Upx,Eclosionar,verbo,upx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Us,Frijol,sustantivo,us,"Vegetal - Hortaliza",[]
"ũs",Entregar,verbo,"ũs","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Ũs",Estar,verbo,"ũs","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Ũsu's",Dar,verbo,"ũsu's","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Uswa'l",Chachafruto,sustantivo,"uswa'l",Vegetal,[]
Uta,Lleno,adjetivo,uta,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"ũu","Sí",sustantivo,"ũu","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Üus","Corazón",sustantivo,"üus","Anatomía - Órgano",[]
"Ũuse'",Respirar,verbo,"ũuse'","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Uwe,Agarrar,verbo,uwe,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Uythas,Esperar,verbo,uythas,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Vxi'ya",Dedo,sustantivo,"vxi'ya","Anatomía",[]
Vxiit,Perder,verbo,vxiit,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Vxlxilx,"Abrir hueco",verbo,vxlxilx,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Vxlxilx,"Uña",sustantivo,vxlxilx,"Anatomía",[]
"Wa'l","No querer",verbo,"wa'l","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Wa'ta",Montura,sustantivo,"wa'ta","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Waatah,Tirar,verbo,waatah,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
Wakuu,Garrapata,sustantivo,wakuu,"Animal - Insecto",[]
Wasaw,"Señorita",sustantivo,wasaw,"Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"We'pe","Páramo",sustantivo,"we'pe","Palabra de la lengua Nasa Yuwe, dialecto Wila",[]
"Weçe",Raiz,sustantivo,"weçe",Vegetal,[]
Wee,Enfermedad,sustantivo,wee,Salud,[]
